policy_id,customer_id,agent_id,product_type,start_date,end_date,premium_amount,status
419,21,14,Sante,2025-02-13,2026-02-13,14552.33,Expired
420,131,1,Sante,2024-08-13,2026-08-13,42812.31,Expired
421,476,11,Auto,2026-05-04,2028-05-03,42702.39,Active
422,252,19,Sante,2022-05-30,2024-05-29,21125.07,Expired
423,95,17,Auto,2026-05-30,2028-05-29,22171.67,Active
424,207,3,Sante,2023-03-30,2023-09-26,33216.71,Expired
425,151,7,Vie,2025-02-23,2027-02-23,20528.22,Active
426,229,8,Habitation,2022-03-23,2024-03-22,31912.82,Expired
427,408,4,Vie,2023-06-10,2025-06-09,63438.54,Expired
428,265,25,Sante,2024-11-19,2026-11-19,25594.49,Active
429,460,21,Habitation,2023-10-19,2025-10-18,10223.33,Expired
430,498,25,Auto,2025-07-07,2026-01-03,24485.17,Expired
431,110,22,Vie,2022-08-01,2023-01-28,52265.25,Expired
432,500,24,Vie,2025-08-17,2026-02-13,64813.45,Expired
433,236,23,Sante,2022-03-19,2022-09-15,12563.68,Expired
434,129,18,Auto,2025-03-23,2025-09-19,55994.4,Expired
435,231,21,Vie,2024-06-05,2025-06-05,21013.46,Expired
436,274,1,Auto,2026-03-29,2028-03-28,41352.36,Active
437,38,12,Auto,2023-08-17,2025-08-16,28560.78,Expired
438,392,15,Vie,2024-03-20,2026-03-20,21849.15,Expired
439,113,5,Vie,2026-06-20,2028-06-19,37698.71,Active
440,153,22,Sante,2022-01-23,2024-01-23,40616.84,Expired
441,22,1,Vie,2025-01-05,2027-01-05,76818.76,Active
442,384,24,Sante,2023-03-10,2024-03-09,41696.98,Cancelled
443,73,6,Habitation,2023-03-29,2025-03-28,30538.21,Expired
444,93,22,Auto,2026-03-19,2028-03-18,35756.93,Active
445,149,22,Auto,2023-05-29,2023-11-25,23883.79,Expired
446,488,11,Sante,2022-09-20,2024-09-19,32941.55,Expired
447,318,3,Habitation,2023-10-13,2024-10-12,20167.44,Expired
448,157,23,Habitation,2025-03-04,2027-03-04,17841.32,Active
449,220,6,Auto,2023-10-04,2024-04-01,50354.71,Expired
450,329,14,Sante,2024-01-07,2024-07-05,33785.31,Expired
451,246,15,Vie,2024-01-05,2025-01-04,49218.28,Expired
452,331,20,Auto,2023-07-29,2024-01-25,55108.37,Expired
453,376,21,Auto,2026-01-29,2026-07-28,55144.73,Expired
454,324,1,Vie,2026-04-25,2028-04-24,32765.64,Active
455,134,18,Vie,2025-09-01,2026-02-28,41949.12,Expired
456,396,19,Sante,2022-10-02,2023-10-02,27539.31,Expired
457,187,17,Auto,2025-09-19,2026-03-18,53159.18,Expired
458,315,22,Habitation,2026-03-31,2028-03-30,11790.01,Active
459,290,19,Habitation,2026-02-16,2028-02-16,21054.59,Active
460,113,25,Vie,2023-04-20,2023-10-17,35861.43,Expired
461,343,7,Sante,2024-03-05,2025-03-05,42126.57,Cancelled
462,21,21,Sante,2022-07-31,2024-07-30,43895.45,Expired
463,141,24,Sante,2025-03-31,2027-03-31,29955.61,Active
464,194,12,Auto,2024-11-24,2025-11-24,31934.8,Cancelled
465,265,13,Sante,2026-08-01,2027-08-01,27040.15,Active
466,310,1,Habitation,2024-06-19,2024-12-16,14209.75,Expired
467,144,7,Habitation,2023-01-18,2023-07-17,17780.02,Expired
468,61,22,Habitation,2024-04-29,2025-04-29,27446.9,Expired
469,246,16,Habitation,2025-04-24,2025-10-21,25476,Expired
470,125,2,Habitation,2025-03-20,2027-03-20,12350.49,Active
471,21,19,Habitation,2022-04-25,2022-10-22,14973.01,Expired
472,491,13,Auto,2026-01-13,2028-01-13,44778.53,Active
473,44,7,Vie,2025-05-27,2026-05-27,72038.14,Expired
474,426,14,Habitation,2026-06-16,2028-06-15,30152.24,Active
475,338,17,Sante,2022-12-10,2024-12-09,33995.69,Cancelled
476,306,19,Auto,2023-04-16,2024-04-15,32345.78,Expired
477,104,17,Vie,2026-08-20,2027-02-16,56330.66,Active
478,462,20,Auto,2026-05-25,2028-05-24,37649.81,Active
479,247,22,Habitation,2025-05-20,2027-05-20,30343.09,Active
480,397,22,Vie,2024-12-05,2025-12-05,42222.65,Expired
481,272,14,Habitation,2026-07-02,2027-07-02,29318,Active
482,302,24,Auto,2024-05-21,2024-11-17,26453.31,Expired
483,466,3,Sante,2025-05-10,2027-05-10,24302.63,Active
484,364,24,Auto,2025-03-29,2027-03-29,20302.29,Active
485,336,7,Sante,2024-04-17,2025-04-17,13730.41,Expired
486,300,9,Sante,2025-01-02,2026-01-02,29763.46,Expired
487,349,13,Habitation,2024-04-26,2026-04-26,29162.29,Expired
488,190,18,Vie,2023-06-04,2024-06-03,54659.07,Expired
489,204,24,Habitation,2025-09-12,2026-03-11,28190.98,Expired
490,359,6,Auto,2023-03-16,2025-03-15,33025.24,Expired
491,282,20,Auto,2022-11-26,2023-11-26,58405.66,Expired
492,47,5,Vie,2025-05-14,2026-05-14,25288.44,Expired
493,190,3,Auto,2026-01-23,2027-01-23,56880.82,Active
494,336,17,Sante,2025-12-28,2027-12-28,12011.21,Active
495,90,21,Vie,2024-06-18,2024-12-15,32102.43,Expired
496,412,17,Sante,2023-02-03,2023-08-02,37438.58,Expired
497,358,8,Habitation,2025-10-12,2026-04-10,17712.98,Expired
498,500,6,Auto,2023-07-20,2024-07-19,30890.74,Expired
499,301,7,Auto,2026-02-18,2028-02-18,18087.77,Active
500,146,24,Sante,2023-12-13,2024-12-12,17920.34,Cancelled
501,233,13,Auto,2023-06-19,2023-12-16,33321.06,Expired
502,38,17,Sante,2023-11-28,2024-05-26,38102.98,Cancelled
503,449,18,Sante,2025-11-22,2026-11-22,43811.94,Active
504,395,8,Sante,2026-05-08,2027-05-08,33855.81,Active
505,442,1,Vie,2022-08-27,2023-08-27,24053.26,Expired
506,113,22,Habitation,2026-06-27,2027-06-27,19135.5,Active
507,275,1,Sante,2023-05-24,2024-05-23,13255.33,Expired
508,421,11,Auto,2025-02-09,2025-08-08,36445,Expired
509,458,19,Sante,2023-01-10,2025-01-09,33908.76,Cancelled
510,256,24,Habitation,2023-04-26,2025-04-25,14535.53,Expired
511,118,7,Habitation,2025-06-20,2026-06-20,12211.88,Expired
512,472,3,Vie,2025-06-11,2025-12-08,65854.65,Expired
513,22,16,Sante,2025-06-25,2026-06-25,27231.91,Cancelled
514,460,19,Sante,2024-10-02,2025-03-31,44453.81,Cancelled
515,144,13,Habitation,2026-03-17,2028-03-16,11462.64,Active
516,217,16,Auto,2024-10-26,2025-10-26,32717.26,Expired
517,90,15,Auto,2025-12-01,2027-12-01,35703.18,Active
518,7,22,Habitation,2024-02-17,2026-02-16,10720.19,Expired
519,442,9,Habitation,2025-01-28,2026-01-28,14402.76,Expired
520,314,11,Sante,2023-01-12,2024-01-12,24838,Expired
521,386,12,Sante,2024-03-31,2025-03-31,25775.51,Expired
522,295,22,Habitation,2026-07-26,2027-01-22,27462.02,Active
523,285,14,Vie,2023-02-06,2023-08-05,68002.25,Expired
524,243,1,Habitation,2024-05-13,2025-05-13,11630.74,Cancelled
525,323,17,Sante,2026-05-28,2027-05-28,20501.2,Active
526,291,2,Vie,2022-07-22,2024-07-21,29800.51,Expired
527,131,16,Auto,2024-07-10,2026-07-10,30059.54,Expired
528,287,18,Sante,2023-12-06,2024-06-03,24411.63,Expired
529,348,20,Habitation,2025-03-27,2027-03-27,25546.37,Active
530,400,10,Sante,2023-10-28,2025-10-27,27865.56,Expired
531,229,3,Vie,2025-06-10,2026-06-10,47825.12,Cancelled
532,445,6,Sante,2024-05-13,2026-05-13,31430.85,Expired
533,465,3,Auto,2022-11-28,2023-11-28,25269.81,Expired
534,150,23,Sante,2025-05-24,2027-05-24,23840.94,Active
535,400,12,Vie,2024-04-27,2024-10-24,31033.17,Expired
536,373,8,Sante,2026-03-04,2028-03-03,36240.89,Active
537,204,4,Auto,2022-05-11,2023-05-11,39679.52,Expired
538,204,17,Auto,2022-08-01,2023-08-01,42814.6,Expired
539,477,13,Sante,2023-04-15,2023-10-12,35815.76,Expired
540,65,5,Habitation,2022-02-28,2022-08-27,25915.83,Cancelled
541,167,16,Vie,2025-01-12,2026-01-12,52912.72,Expired
542,486,23,Habitation,2025-04-25,2027-04-25,20326.67,Active
543,450,19,Vie,2024-12-08,2026-12-08,58371.69,Active
544,178,16,Habitation,2026-07-07,2027-01-03,19930.23,Active
545,134,5,Sante,2022-01-22,2022-07-21,28316.07,Expired
546,70,12,Sante,2024-08-18,2026-08-18,10291.1,Cancelled
547,485,25,Vie,2023-09-06,2024-03-04,65952.15,Expired
548,306,8,Auto,2025-01-27,2026-01-27,23485.69,Cancelled
549,224,13,Habitation,2022-12-01,2024-11-30,27902.18,Expired
550,194,8,Sante,2022-06-12,2023-06-12,31886.31,Expired
551,410,20,Sante,2023-08-07,2025-08-06,36002.44,Expired
552,212,7,Auto,2023-01-09,2023-07-08,28031.79,Expired
553,317,15,Sante,2025-12-05,2027-12-05,27219.86,Active
554,78,2,Auto,2023-01-16,2023-07-15,27695.15,Expired
555,225,24,Auto,2023-04-22,2023-10-19,21780.77,Expired
556,176,14,Sante,2026-05-29,2027-05-29,44928.72,Active
557,406,2,Sante,2022-06-14,2022-12-11,11961.34,Expired
558,37,18,Vie,2023-01-07,2023-07-06,73741.94,Expired
559,196,1,Auto,2026-04-23,2028-04-22,26203.31,Active
560,227,8,Auto,2023-02-12,2024-02-12,48089.53,Expired
561,341,7,Vie,2024-03-07,2026-03-07,77672.83,Cancelled
562,82,21,Auto,2026-03-06,2028-03-05,38441.68,Active
563,327,10,Habitation,2024-01-09,2024-07-07,31318.76,Expired
564,58,8,Vie,2023-10-27,2024-04-24,30041.62,Expired
565,62,13,Habitation,2022-01-19,2022-07-18,23689.08,Expired
566,353,20,Habitation,2024-01-31,2024-07-29,14715.5,Expired
567,352,20,Sante,2026-04-05,2028-04-04,12101.83,Active
568,79,23,Auto,2022-09-15,2023-09-15,25470.36,Cancelled
569,404,21,Sante,2026-07-08,2027-07-08,35661.61,Active
570,194,12,Habitation,2023-05-29,2023-11-25,21103.16,Expired
571,151,18,Vie,2023-01-24,2025-01-23,31197.6,Expired
572,375,15,Sante,2026-08-30,2028-08-29,42006.59,Active
573,36,17,Habitation,2024-07-09,2025-07-09,30124.3,Expired
574,233,1,Vie,2026-02-11,2026-08-10,72975.94,Expired
575,187,25,Habitation,2023-10-19,2025-10-18,9710.23,Cancelled
576,420,13,Habitation,2024-12-09,2026-12-09,21433.83,Active
577,314,10,Sante,2024-04-19,2026-04-19,21270.84,Expired
578,338,3,Auto,2022-09-23,2023-03-22,54307.17,Expired
579,249,7,Auto,2022-03-07,2024-03-06,43878.83,Expired
580,251,17,Sante,2022-04-11,2023-04-11,17725.3,Expired
581,7,7,Vie,2022-06-13,2023-06-13,68061.2,Expired
582,286,24,Vie,2026-08-11,2027-08-11,67654.97,Active
583,316,9,Auto,2026-02-12,2026-08-11,52550.54,Expired
584,111,17,Auto,2022-07-27,2024-07-26,25395.81,Expired
585,99,17,Habitation,2025-03-13,2027-03-13,33582.59,Active
586,286,14,Auto,2026-04-19,2028-04-18,40945.36,Active
587,360,22,Vie,2022-08-02,2023-01-29,67547.7,Expired
588,259,11,Habitation,2024-12-29,2026-12-29,19961.33,Active
589,162,18,Sante,2024-02-01,2025-01-31,36746.45,Expired
590,372,11,Habitation,2025-02-27,2027-02-27,13776.06,Active
591,475,24,Sante,2024-01-08,2025-01-07,25662.49,Expired
592,372,2,Sante,2025-05-05,2025-11-01,28116.33,Cancelled
593,155,1,Sante,2023-03-31,2023-09-27,39950.21,Expired
594,421,23,Sante,2025-02-07,2027-02-07,29471.31,Cancelled
595,80,4,Auto,2024-07-31,2025-07-31,22024.82,Expired
596,456,19,Habitation,2023-04-23,2024-04-22,29899,Expired
597,205,19,Habitation,2026-02-12,2026-08-11,27536.67,Expired
598,89,16,Auto,2025-05-04,2027-05-04,28517.7,Active
599,296,13,Auto,2026-05-17,2026-11-13,56484.22,Active
600,451,14,Vie,2022-09-04,2023-03-03,64860.72,Expired
601,476,1,Vie,2022-04-21,2023-04-21,51463,Expired
602,290,5,Sante,2024-10-25,2026-10-25,17727.9,Active
603,375,13,Vie,2026-03-22,2028-03-21,54515.29,Active
604,222,10,Vie,2022-10-31,2023-04-29,40170.09,Expired
605,382,2,Vie,2023-06-22,2023-12-19,43911.62,Expired
606,358,5,Habitation,2024-09-11,2026-09-11,13348.93,Active
607,293,7,Habitation,2023-05-12,2023-11-08,15188.94,Expired
608,351,19,Auto,2022-08-19,2024-08-18,33611.19,Expired
609,98,11,Sante,2025-05-01,2027-05-01,10847.24,Active
610,180,20,Vie,2025-06-30,2025-12-27,46427.81,Cancelled
611,120,7,Sante,2022-11-16,2024-11-15,39846.75,Expired
612,28,8,Habitation,2026-08-07,2027-08-07,8370.8,Active
613,57,10,Vie,2024-08-22,2025-02-18,39912.6,Expired
614,109,7,Sante,2025-01-28,2026-01-28,31806.47,Cancelled
615,356,23,Auto,2024-02-11,2026-02-10,55771.81,Expired
616,131,6,Auto,2023-08-05,2024-02-01,50513.48,Expired
617,28,15,Auto,2022-05-17,2023-05-17,44716.78,Expired
618,468,22,Sante,2022-08-09,2023-02-05,20237.35,Cancelled
619,198,8,Vie,2024-11-07,2026-11-07,25976.22,Active
620,444,20,Auto,2023-01-17,2023-07-16,37529.29,Expired
621,475,23,Auto,2022-03-23,2022-09-19,56502.16,Expired
622,251,13,Habitation,2022-02-07,2023-02-07,26476.41,Expired
623,155,8,Sante,2026-07-21,2027-01-17,31902.73,Active
624,456,1,Sante,2023-04-07,2023-10-04,21962.52,Expired
625,71,3,Vie,2024-12-02,2026-12-02,56746.9,Active
626,117,14,Habitation,2025-03-19,2025-09-15,19514.55,Expired
627,310,11,Vie,2025-01-15,2025-07-14,32405.44,Expired
628,278,22,Habitation,2022-10-10,2023-10-10,26590.37,Cancelled
629,466,5,Vie,2026-04-27,2026-10-24,59373.91,Active
630,81,11,Auto,2025-02-15,2027-02-15,57687.07,Active
631,163,5,Auto,2026-04-17,2027-04-17,54605.94,Active
632,211,10,Vie,2026-03-08,2028-03-07,75995,Active
633,399,7,Auto,2022-09-27,2023-03-26,16178.92,Cancelled
634,316,9,Habitation,2025-05-06,2025-11-02,14234.63,Expired
635,41,23,Vie,2022-10-02,2024-10-01,70768.29,Expired
636,333,12,Habitation,2024-03-04,2025-03-04,20793.87,Expired
637,116,2,Vie,2026-04-15,2026-10-12,75526.1,Cancelled
638,114,24,Habitation,2026-04-01,2026-09-28,9785.68,Cancelled
639,225,20,Vie,2025-11-09,2026-11-09,72006.49,Active
640,219,13,Auto,2025-05-30,2027-05-30,52094.78,Active
641,202,20,Auto,2024-12-02,2025-05-31,35322.43,Expired
642,22,8,Vie,2026-02-14,2026-08-13,53462.06,Expired
643,323,2,Habitation,2023-08-20,2024-08-19,18747.08,Expired
644,424,10,Vie,2022-12-07,2023-12-07,37665.18,Cancelled
645,354,17,Habitation,2024-08-07,2026-08-07,20195.85,Expired
646,58,6,Habitation,2024-03-16,2025-03-16,16733.45,Expired
647,233,19,Habitation,2024-07-20,2025-01-16,14752.22,Expired
648,465,23,Habitation,2026-01-11,2028-01-11,11335.69,Active
649,231,21,Sante,2022-06-24,2024-06-23,34754.77,Expired
650,500,17,Habitation,2024-02-15,2026-02-14,18276.39,Expired
651,468,11,Habitation,2022-11-29,2023-05-28,12829.4,Expired
652,215,10,Sante,2026-02-04,2027-02-04,20107.32,Active
653,461,5,Habitation,2022-01-08,2024-01-08,28665.69,Expired
654,255,16,Auto,2025-05-30,2026-05-30,25704.53,Expired
655,244,15,Vie,2024-06-23,2024-12-20,56072.99,Expired
656,452,18,Sante,2025-06-23,2027-06-23,29514.2,Active
657,26,6,Habitation,2022-04-23,2024-04-22,17423.54,Expired
658,17,22,Sante,2023-11-10,2024-05-08,11716.1,Expired
659,92,6,Sante,2025-06-05,2027-06-05,34202.98,Active
660,404,18,Habitation,2024-07-21,2026-07-21,23632.09,Cancelled
661,48,25,Sante,2023-10-24,2024-10-23,41413.54,Expired
662,389,14,Auto,2023-08-23,2024-08-22,21054.56,Expired
663,141,11,Vie,2024-12-10,2025-06-08,61749.77,Expired
664,56,19,Auto,2024-09-17,2026-09-17,45989.44,Cancelled
665,362,10,Vie,2025-05-31,2026-05-31,35579.6,Expired
666,320,12,Habitation,2025-06-12,2027-06-12,21402.72,Active
667,255,16,Habitation,2025-06-02,2025-11-29,27131.85,Cancelled
668,1,4,Auto,2024-08-10,2026-08-10,50852.96,Expired
669,107,20,Vie,2024-04-27,2024-10-24,40027.54,Expired
670,327,7,Auto,2025-08-04,2026-01-31,46050.77,Expired
671,35,10,Sante,2024-11-03,2026-11-03,21337.33,Active
672,352,11,Sante,2024-03-22,2026-03-22,29912.25,Cancelled
673,427,6,Habitation,2023-11-08,2024-11-07,32901.55,Expired
674,243,2,Habitation,2024-09-13,2025-03-12,24934.41,Cancelled
675,275,11,Vie,2026-05-25,2027-05-25,75667.4,Active
676,267,10,Sante,2025-02-11,2027-02-11,10655.15,Active
677,170,12,Auto,2022-11-02,2023-11-02,52833.26,Expired
678,193,21,Habitation,2025-03-15,2027-03-15,18518.29,Active
679,443,25,Sante,2025-12-15,2026-12-15,34844.4,Active
680,45,16,Habitation,2024-02-01,2025-01-31,30395.35,Expired
681,269,10,Habitation,2022-08-18,2023-08-18,29193.49,Expired
682,468,3,Vie,2024-11-02,2025-05-01,67941.52,Cancelled
683,79,7,Sante,2024-09-17,2026-09-17,40585.77,Active
684,168,5,Auto,2026-08-11,2028-08-10,45452.28,Active
685,371,2,Vie,2024-03-04,2026-03-04,71888.61,Expired
686,160,2,Auto,2023-11-14,2024-11-13,55013.36,Expired
687,393,22,Sante,2022-02-16,2024-02-16,36547.28,Expired
688,108,11,Habitation,2023-01-30,2024-01-30,15469.54,Expired
689,226,22,Auto,2023-07-13,2024-01-09,22087.32,Expired
690,491,20,Auto,2023-02-28,2025-02-27,30764.32,Expired
691,73,23,Sante,2025-03-21,2025-09-17,15994.62,Expired
692,457,11,Vie,2022-04-14,2022-10-11,21739.56,Cancelled
693,26,4,Vie,2022-04-21,2022-10-18,45587.94,Expired
694,306,19,Vie,2025-06-16,2026-06-16,38746.44,Expired
695,366,25,Auto,2026-03-28,2027-03-28,40550.52,Active
696,411,23,Vie,2022-07-19,2023-07-19,38623.5,Expired
697,393,15,Vie,2023-04-20,2023-10-17,28623.3,Cancelled
698,133,12,Vie,2023-01-11,2025-01-10,75035.87,Expired
699,441,11,Vie,2024-09-25,2025-03-24,23921.91,Expired
700,246,15,Habitation,2023-08-02,2024-08-01,24319.89,Expired
701,53,13,Auto,2023-10-30,2025-10-29,44225.31,Expired
702,273,15,Vie,2025-04-24,2026-04-24,34314.52,Expired
703,82,16,Vie,2022-05-16,2023-05-16,32494.29,Expired
704,221,14,Sante,2025-01-20,2027-01-20,18265.4,Active
705,40,24,Vie,2022-08-23,2024-08-22,55764.53,Expired
706,50,15,Habitation,2023-09-23,2024-09-22,9879.41,Expired
707,417,20,Vie,2023-11-02,2024-11-01,58699.35,Expired
708,112,5,Auto,2026-03-31,2026-09-27,44739.66,Active
709,150,13,Vie,2023-02-05,2023-08-04,60891.01,Expired
710,292,22,Sante,2024-06-09,2026-06-09,44390.31,Expired
711,46,19,Auto,2025-06-06,2027-06-06,33188.88,Active
712,151,2,Sante,2025-01-29,2025-07-28,10029.52,Expired
713,184,4,Sante,2022-03-05,2022-09-01,25110.04,Expired
714,321,11,Vie,2024-04-11,2025-04-11,46111.4,Expired
715,89,16,Habitation,2023-01-21,2025-01-20,18384.07,Cancelled
716,431,14,Habitation,2023-08-14,2025-08-13,11389.83,Expired
717,332,1,Habitation,2026-01-17,2027-01-17,25764.02,Cancelled
718,70,3,Habitation,2025-08-08,2026-08-08,31224.12,Cancelled
719,357,20,Vie,2025-06-30,2025-12-27,47263.66,Expired
720,420,15,Vie,2023-12-29,2024-06-26,31147.46,Expired
721,296,16,Habitation,2025-12-29,2027-12-29,15269.76,Cancelled
722,296,12,Auto,2022-03-19,2024-03-18,36747.07,Expired
723,298,16,Auto,2022-10-18,2024-10-17,47908.19,Cancelled
724,385,25,Sante,2024-08-10,2026-08-10,12738.21,Cancelled
725,46,8,Vie,2025-07-15,2027-07-15,59824.22,Active
726,351,21,Sante,2025-06-09,2025-12-06,41625.48,Expired
727,6,16,Vie,2024-11-15,2025-11-15,54437.92,Expired
728,181,10,Sante,2022-12-10,2023-06-08,34326.79,Expired
729,156,24,Sante,2022-05-06,2024-05-05,26560.62,Expired
730,27,22,Sante,2026-07-15,2028-07-14,31851.1,Active
731,43,5,Auto,2026-05-25,2027-05-25,26342.29,Active
732,141,9,Auto,2026-02-27,2026-08-26,42171.97,Cancelled
733,379,5,Vie,2024-01-28,2024-07-26,35675.16,Expired
734,249,6,Auto,2023-12-04,2024-06-01,58530.55,Expired
735,421,5,Vie,2026-03-22,2027-03-22,66222.07,Active
736,226,24,Habitation,2023-03-08,2025-03-07,27827.75,Expired
737,329,9,Auto,2022-04-18,2022-10-15,35880.67,Expired
738,244,24,Habitation,2024-02-17,2026-02-16,27051.41,Expired
739,75,17,Vie,2022-01-25,2023-01-25,75633.35,Expired
740,348,11,Auto,2022-07-19,2024-07-18,43684.09,Cancelled
741,222,20,Sante,2023-11-18,2024-11-17,19348.07,Expired
742,336,19,Vie,2024-08-02,2026-08-02,64945.45,Expired
743,302,25,Habitation,2024-11-30,2025-11-30,26298.39,Cancelled
744,161,18,Auto,2025-10-09,2026-04-07,52426.03,Expired
745,51,17,Auto,2025-11-04,2026-11-04,30818.24,Active
746,129,7,Auto,2022-02-18,2024-02-18,19137.36,Cancelled
747,337,7,Auto,2025-12-21,2026-06-19,18887.39,Expired
748,193,22,Habitation,2022-08-16,2024-08-15,12975.1,Expired
749,339,3,Vie,2023-07-21,2024-07-20,61533.29,Expired
750,395,11,Sante,2022-11-28,2023-05-27,19705.06,Expired
751,199,11,Auto,2023-06-13,2024-06-12,23006.83,Expired
752,476,7,Vie,2023-01-01,2024-12-31,49523.44,Expired
753,394,14,Habitation,2025-06-11,2027-06-11,10868.74,Active
754,133,4,Auto,2022-05-30,2022-11-26,40710.51,Expired
755,229,1,Vie,2022-11-01,2024-10-31,58420.12,Cancelled
756,341,13,Sante,2022-11-07,2024-11-06,21544.08,Expired
757,2,17,Vie,2024-09-06,2025-09-06,44234.77,Expired
758,416,3,Habitation,2022-01-07,2023-01-07,33762.19,Expired
759,247,4,Sante,2023-11-14,2025-11-13,20598.98,Expired
760,491,21,Auto,2024-01-19,2026-01-18,53400.39,Expired
761,431,15,Sante,2025-08-19,2026-02-15,16181.64,Expired
762,197,22,Habitation,2023-09-05,2025-09-04,18532.83,Expired
763,353,12,Vie,2022-06-23,2024-06-22,46279.02,Expired
764,19,7,Auto,2026-01-14,2028-01-14,25731.83,Active
765,406,18,Sante,2024-10-20,2026-10-20,43773.38,Active
766,495,1,Auto,2023-11-26,2024-05-24,30197.34,Expired
767,208,4,Habitation,2026-07-11,2028-07-10,26017.54,Active
768,348,18,Habitation,2026-02-26,2028-02-26,14290.61,Active
769,377,5,Vie,2025-09-01,2026-02-28,48273.18,Cancelled
770,24,8,Habitation,2022-01-30,2022-07-29,25081.86,Cancelled
771,421,4,Vie,2025-06-05,2025-12-02,70121.13,Expired
772,419,4,Auto,2024-10-15,2026-10-15,50962.89,Active
773,412,7,Vie,2023-11-22,2025-11-21,60703.87,Expired
774,500,22,Habitation,2023-10-21,2024-04-18,28634.15,Expired
775,172,3,Auto,2023-07-15,2024-01-11,49089.75,Expired
776,190,18,Habitation,2024-06-17,2024-12-14,32993.24,Expired
777,52,21,Vie,2026-05-12,2026-11-08,20937.82,Active
778,4,1,Habitation,2022-07-02,2024-07-01,25597.41,Cancelled
779,214,23,Vie,2025-11-18,2026-05-17,32369.61,Expired
780,268,15,Vie,2023-05-05,2023-11-01,56632.28,Expired
781,93,23,Vie,2025-06-07,2025-12-04,57631.5,Expired
782,179,14,Auto,2025-02-16,2025-08-15,23635.63,Cancelled
783,49,20,Sante,2026-04-08,2028-04-07,27763.93,Active
784,321,22,Habitation,2023-07-21,2024-01-17,13230.41,Expired
785,351,16,Vie,2022-12-28,2023-06-26,60208.56,Expired
786,331,12,Sante,2023-03-06,2024-03-05,18798.36,Expired
787,456,25,Vie,2022-03-30,2022-09-26,64425.01,Cancelled
788,91,6,Auto,2024-09-20,2026-09-20,20222.93,Active
789,370,15,Sante,2024-05-08,2024-11-04,36148.04,Cancelled
790,118,25,Auto,2023-10-30,2024-04-27,19412.89,Expired
791,446,7,Vie,2023-03-28,2023-09-24,48259.42,Expired
792,456,14,Habitation,2023-03-19,2025-03-18,20284.75,Expired
793,70,15,Habitation,2025-07-18,2026-07-18,34340.01,Expired
794,66,2,Auto,2023-07-29,2024-01-25,19999.92,Expired
795,215,6,Sante,2023-03-27,2024-03-26,31127.26,Expired
796,327,20,Habitation,2025-03-29,2027-03-29,31085.11,Active
797,439,17,Vie,2023-03-20,2025-03-19,48409.34,Expired
798,8,24,Vie,2026-02-16,2026-08-15,34869.89,Expired
799,114,19,Habitation,2025-03-20,2025-09-16,19279.84,Expired
800,241,24,Auto,2024-05-21,2026-05-21,32744.41,Expired
801,357,4,Vie,2024-10-11,2025-04-09,24985.49,Expired
802,355,24,Vie,2023-03-23,2023-09-19,41504.34,Expired
803,47,1,Vie,2025-10-02,2026-10-02,29708.17,Active
804,293,24,Auto,2024-07-20,2025-07-20,49732.58,Cancelled
805,208,6,Sante,2025-07-07,2026-07-07,34636.57,Expired
806,322,3,Vie,2025-11-15,2026-11-15,51855.22,Active
807,386,9,Habitation,2026-06-02,2028-06-01,10185.89,Active
808,377,2,Sante,2022-04-16,2022-10-13,23403.42,Expired
809,21,12,Sante,2022-12-25,2024-12-24,29557.67,Expired
810,364,25,Habitation,2022-10-11,2023-10-11,14443.08,Expired
811,245,24,Habitation,2026-03-23,2028-03-22,28543.92,Active
812,460,9,Vie,2023-07-22,2024-01-18,23802.15,Expired
813,249,17,Auto,2024-08-20,2026-08-20,38935.7,Expired
814,461,10,Vie,2025-06-25,2026-06-25,67994.23,Cancelled
815,415,3,Habitation,2024-07-26,2025-01-22,10164.6,Cancelled
816,148,3,Auto,2022-12-04,2023-12-04,20041.11,Expired
817,78,7,Auto,2023-08-24,2024-08-23,58630.86,Expired
818,68,16,Sante,2024-05-10,2025-05-10,35819.82,Expired
819,97,3,Auto,2026-07-01,2026-12-28,52572.64,Active
820,172,14,Sante,2025-09-04,2027-09-04,37538.85,Active
821,341,23,Vie,2024-07-26,2025-07-26,54035.1,Cancelled
822,157,6,Sante,2023-04-10,2024-04-09,23016.58,Expired
823,433,2,Habitation,2023-12-25,2024-12-24,20310.02,Expired
824,474,6,Sante,2023-01-09,2023-07-08,39376.61,Expired
825,342,5,Habitation,2023-05-03,2023-10-30,9111.09,Expired
826,65,15,Sante,2024-01-28,2024-07-26,17180.44,Expired
827,341,11,Sante,2022-10-30,2023-10-30,25695.02,Cancelled
828,274,10,Auto,2022-02-21,2023-02-21,56898.1,Expired
829,486,15,Sante,2022-11-16,2023-05-15,43955.26,Expired
830,260,11,Sante,2024-08-28,2025-08-28,43936.19,Expired
831,294,22,Habitation,2026-06-26,2028-06-25,27670.68,Cancelled
832,174,23,Auto,2026-02-07,2027-02-07,55507.85,Active
833,283,4,Sante,2022-02-20,2023-02-20,31613.27,Expired
834,183,3,Sante,2022-04-23,2024-04-22,32445.94,Expired
835,114,25,Sante,2023-02-05,2023-08-04,12925.63,Expired
836,347,22,Auto,2024-11-14,2025-11-14,23750.25,Expired
837,310,17,Auto,2025-09-27,2026-09-27,32890.11,Active
838,219,12,Vie,2024-02-03,2024-08-01,37079.02,Expired
