payment_id,policy_id,payment_date,amount,payment_method
692,167,2025-10-25,8758.32,Cheque
693,167,2025-12-09,8758.32,Cheque
694,167,2026-01-23,8758.32,Cheque
695,168,2025-04-07,52062.04,Carte
696,169,2025-01-18,5620.27,Especes
697,169,2025-02-02,5620.27,Virement
698,169,2025-02-17,5620.27,Carte
699,169,2025-03-04,5620.27,Especes
700,169,2025-03-19,5620.27,Virement
701,169,2025-04-03,5620.27,Virement
702,169,2025-04-18,5620.27,Cheque
703,169,2025-05-03,5620.27,Especes
704,169,2025-05-18,5620.27,Especes
705,169,2025-06-02,5620.27,Cheque
706,169,2025-06-17,5620.27,Cheque
707,169,2025-07-02,5620.27,Cheque
708,170,2022-08-12,3716.01,Especes
709,170,2022-08-27,3716.01,Virement
710,170,2022-09-11,3716.01,Virement
711,170,2022-09-26,3716.01,Cheque
712,170,2022-10-11,3716.01,Cheque
713,170,2022-10-26,3716.01,Cheque
714,170,2022-11-10,3716.01,Cheque
715,170,2022-11-25,3716.01,Virement
716,170,2022-12-10,3716.01,Cheque
717,170,2022-12-25,3716.01,Carte
718,170,2023-01-09,3716.01,Cheque
719,170,2023-01-24,3716.01,Virement
720,171,2025-02-27,45486.24,Virement
721,172,2022-08-05,6479.1,Carte
722,172,2022-09-19,6479.1,Virement
723,172,2022-11-03,6479.1,Carte
724,172,2022-12-18,6479.1,Especes
725,173,2024-07-01,1546.72,Virement
726,173,2024-07-31,1546.72,Carte
727,173,2024-08-30,1546.72,Carte
728,173,2024-09-30,1546.72,Especes
729,173,2024-10-30,1546.72,Especes
730,173,2024-11-30,1546.72,Virement
731,173,2024-12-30,1546.72,Especes
732,173,2025-01-29,1546.72,Cheque
733,173,2025-03-01,1546.72,Virement
734,173,2025-03-31,1546.72,Cheque
735,173,2025-05-01,1546.72,Virement
736,173,2025-05-31,1546.72,Virement
737,174,2023-12-08,10517.41,Carte
738,174,2024-03-07,10517.41,Virement
739,175,2026-08-30,21375.38,Virement
740,176,2023-12-15,2154.78,Carte
741,176,2024-01-14,2154.78,Cheque
742,176,2024-02-13,2154.78,Especes
743,176,2024-03-15,2154.78,Carte
744,176,2024-04-14,2154.78,Carte
745,176,2024-05-15,2154.78,Carte
746,176,2024-06-14,2154.78,Cheque
747,176,2024-07-14,2154.78,Virement
748,176,2024-08-14,2154.78,Carte
749,176,2024-09-13,2154.78,Virement
750,176,2024-10-14,2154.78,Especes
751,176,2024-11-13,2154.78,Virement
752,177,2023-09-07,51458.37,Virement
753,178,2025-10-18,56846.51,Carte
754,179,2023-11-09,1626,Virement
755,179,2024-01-08,1626,Virement
756,179,2024-03-09,1626,Cheque
757,179,2024-05-09,1626,Virement
758,179,2024-07-09,1626,Especes
759,179,2024-09-08,1626,Cheque
760,179,2024-11-08,1626,Cheque
761,179,2025-01-07,1626,Especes
762,179,2025-03-09,1626,Cheque
763,179,2025-05-09,1626,Carte
764,179,2025-07-09,1626,Especes
765,179,2025-09-08,1626,Carte
766,180,2023-01-17,12873.66,Carte
767,180,2024-01-17,12873.66,Carte
768,181,2024-07-09,9798.97,Virement
769,181,2025-07-09,9798.97,Carte
770,182,2026-03-21,3192.13,Cheque
771,182,2026-05-20,3192.13,Cheque
772,182,2026-07-20,3192.13,Especes
773,183,2024-01-20,3330.25,Virement
774,183,2024-04-20,3330.25,Cheque
775,183,2024-07-20,3330.25,Virement
776,183,2024-10-19,3330.25,Especes
777,184,2025-05-07,31395.79,Cheque
778,185,2025-06-18,34412.15,Virement
779,185,2025-09-16,34412.15,Cheque
780,186,2025-10-08,29093.36,Virement
781,187,2025-11-21,2323.24,Virement
782,187,2025-12-06,2323.24,Carte
783,187,2025-12-21,2323.24,Cheque
784,187,2026-01-05,2323.24,Cheque
785,187,2026-01-20,2323.24,Especes
786,187,2026-02-04,2323.24,Cheque
787,187,2026-02-19,2323.24,Cheque
788,187,2026-03-06,2323.24,Virement
789,187,2026-03-21,2323.24,Carte
790,187,2026-04-05,2323.24,Especes
791,187,2026-04-20,2323.24,Cheque
792,187,2026-05-05,2323.24,Virement
793,188,2024-05-16,12300.05,Carte
794,188,2024-06-30,12300.05,Carte
795,188,2024-08-14,12300.05,Carte
796,188,2024-09-28,12300.05,Especes
797,189,2025-02-10,5305.08,Carte
798,189,2025-03-27,5305.08,Virement
799,189,2025-05-11,5305.08,Especes
800,189,2025-06-25,5305.08,Virement
801,190,2024-01-06,36807.4,Carte
802,191,2024-04-17,24751.78,Carte
803,191,2025-04-17,24751.78,Especes
804,192,2022-06-19,4416.62,Virement
805,192,2023-06-19,4416.62,Carte
806,193,2023-04-06,10051.73,Especes
807,193,2024-04-05,10051.73,Carte
808,194,2025-01-30,26792.66,Cheque
809,195,2025-01-15,36600.14,Carte
810,196,2026-02-16,12202.64,Carte
811,196,2026-08-17,12202.64,Especes
812,197,2023-12-15,25367.45,Especes
813,198,2026-07-19,5968.49,Cheque
814,199,2022-12-06,14177.05,Especes
815,199,2023-12-06,14177.05,Cheque
816,200,2024-12-26,7722.51,Virement
817,200,2025-03-27,7722.51,Carte
818,200,2025-06-26,7722.51,Especes
819,200,2025-09-25,7722.51,Cheque
820,201,2025-03-18,43333.91,Virement
821,202,2022-10-05,56344.59,Cheque
822,203,2025-12-07,1228.44,Carte
823,203,2025-12-22,1228.44,Especes
824,203,2026-01-06,1228.44,Virement
825,203,2026-01-21,1228.44,Virement
826,203,2026-02-05,1228.44,Cheque
827,203,2026-02-20,1228.44,Carte
828,203,2026-03-07,1228.44,Carte
829,203,2026-03-22,1228.44,Virement
830,203,2026-04-06,1228.44,Virement
831,203,2026-04-21,1228.44,Virement
832,203,2026-05-06,1228.44,Virement
833,203,2026-05-21,1228.44,Especes
834,204,2024-09-29,4553.79,Virement
835,204,2024-10-14,4553.79,Especes
836,204,2024-10-29,4553.79,Especes
837,204,2024-11-13,4553.79,Especes
838,204,2024-11-28,4553.79,Cheque
839,204,2024-12-13,4553.79,Carte
840,204,2024-12-28,4553.79,Cheque
841,204,2025-01-12,4553.79,Virement
842,204,2025-01-27,4553.79,Virement
843,204,2025-02-11,4553.79,Carte
844,204,2025-02-26,4553.79,Virement
845,204,2025-03-13,4553.79,Cheque
846,205,2022-06-04,67675.92,Carte
847,206,2025-11-23,12957.17,Especes
848,206,2026-05-24,12957.17,Carte
849,207,2026-02-05,3630.65,Carte
850,207,2026-03-07,3630.65,Cheque
851,207,2026-04-06,3630.65,Especes
852,207,2026-05-07,3630.65,Virement
853,207,2026-06-06,3630.65,Especes
854,207,2026-07-07,3630.65,Virement
855,207,2026-08-06,3630.65,Carte
856,207,2026-09-05,3630.65,Especes
857,208,2023-03-23,17372.72,Especes
858,208,2023-06-22,17372.72,Carte
859,208,2023-09-21,17372.72,Carte
860,208,2023-12-21,17372.72,Virement
861,209,2025-01-25,1214.23,Especes
862,209,2025-03-26,1214.23,Cheque
863,209,2025-05-26,1214.23,Especes
864,209,2025-07-26,1214.23,Cheque
865,209,2025-09-25,1214.23,Virement
866,209,2025-11-25,1214.23,Carte
867,209,2026-01-25,1214.23,Cheque
868,209,2026-03-26,1214.23,Carte
869,209,2026-05-26,1214.23,Especes
870,209,2026-07-26,1214.23,Especes
871,210,2022-04-05,3598.17,Cheque
872,210,2022-04-20,3598.17,Virement
873,210,2022-05-05,3598.17,Cheque
874,210,2022-05-20,3598.17,Especes
875,210,2022-06-04,3598.17,Especes
876,210,2022-06-19,3598.17,Especes
877,210,2022-07-04,3598.17,Carte
878,210,2022-07-19,3598.17,Cheque
879,210,2022-08-03,3598.17,Cheque
880,210,2022-08-18,3598.17,Especes
881,210,2022-09-02,3598.17,Carte
882,210,2022-09-17,3598.17,Carte
883,211,2024-06-22,4009.12,Carte
884,211,2024-12-21,4009.12,Virement
885,212,2025-08-24,12292.39,Especes
886,213,2023-05-28,1917.88,Virement
887,213,2023-06-12,1917.88,Cheque
888,213,2023-06-27,1917.88,Carte
889,213,2023-07-12,1917.88,Virement
890,213,2023-07-27,1917.88,Cheque
891,213,2023-08-11,1917.88,Cheque
892,213,2023-08-26,1917.88,Carte
893,213,2023-09-10,1917.88,Especes
894,213,2023-09-25,1917.88,Cheque
895,213,2023-10-10,1917.88,Cheque
896,213,2023-10-25,1917.88,Cheque
897,213,2023-11-09,1917.88,Carte
898,214,2025-07-05,63559.3,Virement
899,215,2025-12-12,15048.88,Cheque
900,216,2024-11-29,1668.07,Virement
901,216,2025-01-28,1668.07,Cheque
902,216,2025-03-30,1668.07,Especes
903,216,2025-05-30,1668.07,Carte
904,216,2025-07-30,1668.07,Especes
905,216,2025-09-29,1668.07,Especes
906,216,2025-11-29,1668.07,Cheque
907,216,2026-01-28,1668.07,Virement
908,216,2026-03-30,1668.07,Cheque
909,216,2026-05-30,1668.07,Carte
910,216,2026-07-30,1668.07,Especes
911,217,2025-11-22,4055.17,Carte
912,217,2025-12-07,4055.17,Virement
913,217,2025-12-22,4055.17,Cheque
914,217,2026-01-06,4055.17,Virement
915,217,2026-01-21,4055.17,Virement
916,217,2026-02-05,4055.17,Especes
917,217,2026-02-20,4055.17,Carte
918,217,2026-03-07,4055.17,Cheque
919,217,2026-03-22,4055.17,Carte
920,217,2026-04-06,4055.17,Especes
921,217,2026-04-21,4055.17,Cheque
922,217,2026-05-06,4055.17,Cheque
923,218,2022-07-31,15770.14,Carte
924,218,2023-01-29,15770.14,Virement
925,219,2025-08-06,11857.03,Cheque
926,220,2024-06-20,6876.41,Especes
927,220,2024-09-19,6876.41,Virement
928,220,2024-12-19,6876.41,Carte
929,220,2025-03-20,6876.41,Virement
930,221,2023-03-21,73795.58,Especes
931,222,2023-12-21,3239.18,Carte
932,222,2024-01-20,3239.18,Especes
933,222,2024-02-19,3239.18,Cheque
934,222,2024-03-21,3239.18,Cheque
935,222,2024-04-20,3239.18,Virement
936,222,2024-05-21,3239.18,Especes
937,222,2024-06-20,3239.18,Virement
938,222,2024-07-20,3239.18,Carte
939,222,2024-08-20,3239.18,Carte
940,222,2024-09-19,3239.18,Cheque
941,222,2024-10-20,3239.18,Especes
942,222,2024-11-19,3239.18,Especes
943,223,2023-05-24,21022.48,Virement
944,223,2024-05-23,21022.48,Especes
945,224,2025-09-10,2020.42,Cheque
946,224,2025-10-10,2020.42,Cheque
947,224,2025-11-09,2020.42,Virement
948,224,2025-12-10,2020.42,Cheque
949,224,2026-01-09,2020.42,Especes
950,224,2026-02-09,2020.42,Cheque
951,224,2026-03-11,2020.42,Carte
952,224,2026-04-10,2020.42,Virement
953,224,2026-05-11,2020.42,Carte
954,224,2026-06-10,2020.42,Virement
955,224,2026-07-11,2020.42,Especes
956,224,2026-08-10,2020.42,Especes
957,225,2023-08-29,23274.15,Virement
958,226,2024-03-01,2872.08,Virement
959,226,2024-03-16,2872.08,Cheque
960,226,2024-03-31,2872.08,Especes
961,226,2024-04-15,2872.08,Carte
962,226,2024-04-30,2872.08,Cheque
963,226,2024-05-15,2872.08,Especes
964,226,2024-05-30,2872.08,Carte
965,226,2024-06-14,2872.08,Cheque
966,226,2024-06-29,2872.08,Virement
967,226,2024-07-14,2872.08,Cheque
968,226,2024-07-29,2872.08,Carte
969,226,2024-08-13,2872.08,Carte
970,227,2024-01-10,10469.61,Virement
971,227,2024-07-10,10469.61,Cheque
972,228,2025-01-23,8023.48,Cheque
973,228,2026-01-23,8023.48,Virement
974,229,2025-04-17,3905.18,Virement
975,229,2025-06-01,3905.18,Virement
976,229,2025-07-16,3905.18,Carte
977,229,2025-08-30,3905.18,Especes
978,230,2024-11-03,14428.56,Carte
979,230,2025-02-02,14428.56,Especes
980,230,2025-05-04,14428.56,Especes
981,230,2025-08-03,14428.56,Carte
982,231,2022-06-18,4349.49,Cheque
983,231,2022-08-17,4349.49,Cheque
984,231,2022-10-17,4349.49,Cheque
985,231,2022-12-17,4349.49,Especes
986,231,2023-02-16,4349.49,Especes
987,231,2023-04-18,4349.49,Cheque
988,231,2023-06-18,4349.49,Especes
989,231,2023-08-17,4349.49,Carte
990,231,2023-10-17,4349.49,Virement
991,231,2023-12-17,4349.49,Cheque
992,231,2024-02-16,4349.49,Cheque
993,231,2024-04-17,4349.49,Especes
994,232,2022-06-11,21116.19,Virement
995,232,2023-06-11,21116.19,Cheque
996,233,2024-03-11,2683.36,Especes
997,233,2024-05-10,2683.36,Cheque
998,233,2024-07-10,2683.36,Especes
999,233,2024-09-09,2683.36,Carte
1000,233,2024-11-09,2683.36,Carte
1001,233,2025-01-09,2683.36,Carte
1002,233,2025-03-11,2683.36,Carte
1003,233,2025-05-10,2683.36,Carte
1004,233,2025-07-10,2683.36,Cheque
1005,233,2025-09-09,2683.36,Carte
1006,233,2025-11-09,2683.36,Cheque
1007,233,2026-01-09,2683.36,Carte
1008,234,2023-09-28,2890.57,Carte
1009,234,2023-11-27,2890.57,Especes
1010,234,2024-01-27,2890.57,Cheque
1011,234,2024-03-28,2890.57,Virement
1012,234,2024-05-28,2890.57,Virement
1013,234,2024-07-28,2890.57,Cheque
1014,234,2024-09-27,2890.57,Cheque
1015,234,2024-11-26,2890.57,Carte
1016,234,2025-01-26,2890.57,Virement
1017,234,2025-03-28,2890.57,Cheque
1018,234,2025-05-28,2890.57,Carte
1019,234,2025-07-28,2890.57,Especes
1020,235,2022-06-26,927.64,Cheque
1021,235,2022-07-26,927.64,Cheque
1022,235,2022-08-25,927.64,Carte
1023,235,2022-09-25,927.64,Especes
1024,235,2022-10-25,927.64,Virement
1025,235,2022-11-25,927.64,Especes
1026,235,2022-12-25,927.64,Especes
1027,235,2023-01-24,927.64,Especes
1028,235,2023-02-24,927.64,Especes
1029,235,2023-03-26,927.64,Cheque
1030,235,2023-04-26,927.64,Virement
1031,235,2023-05-26,927.64,Carte
1032,236,2022-09-02,2259.44,Carte
1033,236,2022-09-17,2259.44,Carte
1034,236,2022-10-02,2259.44,Carte
1035,236,2022-10-17,2259.44,Virement
1036,236,2022-11-01,2259.44,Especes
1037,236,2022-11-16,2259.44,Especes
1038,236,2022-12-01,2259.44,Especes
1039,236,2022-12-16,2259.44,Virement
1040,236,2022-12-31,2259.44,Cheque
1041,236,2023-01-15,2259.44,Virement
1042,236,2023-01-30,2259.44,Cheque
1043,236,2023-02-14,2259.44,Virement
1044,237,2024-12-07,3117.05,Carte
1045,237,2025-02-05,3117.05,Cheque
1046,237,2025-04-07,3117.05,Virement
1047,237,2025-06-07,3117.05,Cheque
1048,237,2025-08-07,3117.05,Virement
1049,237,2025-10-07,3117.05,Cheque
1050,237,2025-12-07,3117.05,Especes
1051,237,2026-02-05,3117.05,Virement
1052,237,2026-04-07,3117.05,Cheque
1053,237,2026-06-07,3117.05,Virement
1054,237,2026-08-07,3117.05,Carte
1055,238,2026-03-16,13894.64,Carte
1056,239,2026-07-11,1626.61,Especes
1057,239,2026-08-10,1626.61,Virement
1058,240,2024-10-13,9496.3,Virement
1059,240,2025-01-12,9496.3,Carte
1060,240,2025-04-13,9496.3,Carte
1061,240,2025-07-13,9496.3,Carte
1062,241,2024-01-24,1240.68,Carte
1063,241,2024-02-08,1240.68,Virement
1064,241,2024-02-23,1240.68,Carte
1065,241,2024-03-09,1240.68,Carte
1066,241,2024-03-24,1240.68,Cheque
1067,241,2024-04-08,1240.68,Carte
1068,241,2024-04-23,1240.68,Virement
1069,241,2024-05-08,1240.68,Cheque
1070,241,2024-05-23,1240.68,Especes
1071,241,2024-06-07,1240.68,Virement
1072,241,2024-06-22,1240.68,Virement
1073,241,2024-07-07,1240.68,Virement
1074,242,2023-04-13,9474.28,Virement
1075,242,2023-10-12,9474.28,Virement
1076,242,2024-04-12,9474.28,Cheque
1077,242,2024-10-11,9474.28,Especes
1078,243,2022-04-05,17827.37,Especes
1079,244,2023-04-05,34895.79,Virement
1080,245,2025-03-16,20373.04,Carte
1081,246,2026-07-06,34498.17,Cheque
1082,247,2026-05-04,21455.53,Carte
1083,248,2023-08-21,14590.84,Especes
1084,248,2024-08-20,14590.84,Especes
1085,249,2025-04-26,22461.28,Carte
1086,249,2025-10-25,22461.28,Carte
1087,250,2022-11-05,2764.56,Especes
1088,250,2022-11-20,2764.56,Virement
1089,250,2022-12-05,2764.56,Cheque
1090,250,2022-12-20,2764.56,Carte
1091,250,2023-01-04,2764.56,Cheque
1092,250,2023-01-19,2764.56,Carte
1093,250,2023-02-03,2764.56,Cheque
1094,250,2023-02-18,2764.56,Carte
1095,250,2023-03-05,2764.56,Cheque
1096,250,2023-03-20,2764.56,Carte
1097,250,2023-04-04,2764.56,Virement
1098,250,2023-04-19,2764.56,Cheque
1099,251,2023-11-18,4095.98,Especes
1100,251,2023-12-03,4095.98,Cheque
1101,251,2023-12-18,4095.98,Virement
1102,251,2024-01-02,4095.98,Virement
1103,251,2024-01-17,4095.98,Especes
1104,251,2024-02-01,4095.98,Carte
1105,251,2024-02-16,4095.98,Virement
1106,251,2024-03-02,4095.98,Carte
1107,251,2024-03-17,4095.98,Carte
1108,251,2024-04-01,4095.98,Especes
1109,251,2024-04-16,4095.98,Especes
1110,251,2024-05-01,4095.98,Cheque
1111,252,2022-08-01,28543.51,Virement
1112,253,2025-12-28,2627.93,Carte
1113,253,2026-03-29,2627.93,Virement
1114,253,2026-06-28,2627.93,Carte
1115,254,2025-12-06,47507.48,Virement
1116,255,2025-07-29,5010.21,Especes
1117,255,2026-01-27,5010.21,Carte
1118,256,2023-04-30,7523.38,Carte
1119,256,2023-10-29,7523.38,Especes
1120,257,2023-10-14,9759.23,Virement
1121,257,2024-04-13,9759.23,Carte
1122,258,2022-11-15,11198.43,Especes
1123,258,2023-02-13,11198.43,Especes
1124,259,2026-04-27,2151.42,Virement
1125,259,2026-05-12,2151.42,Carte
1126,259,2026-05-27,2151.42,Especes
1127,259,2026-06-11,2151.42,Especes
1128,259,2026-06-26,2151.42,Cheque
1129,259,2026-07-11,2151.42,Cheque
1130,259,2026-07-26,2151.42,Cheque
1131,259,2026-08-10,2151.42,Cheque
1132,259,2026-08-25,2151.42,Virement
1133,260,2022-11-19,7172.42,Virement
1134,260,2023-05-20,7172.42,Virement
1135,260,2023-11-19,7172.42,Especes
1136,260,2024-05-19,7172.42,Cheque
1137,261,2023-11-03,10462.75,Especes
1138,262,2025-10-18,13353.75,Virement
1139,262,2026-04-18,13353.75,Cheque
1140,263,2025-02-12,4417.27,Cheque
1141,263,2025-04-13,4417.27,Cheque
1142,263,2025-06-13,4417.27,Especes
1143,263,2025-08-13,4417.27,Especes
1144,263,2025-10-13,4417.27,Carte
1145,263,2025-12-13,4417.27,Cheque
1146,263,2026-02-12,4417.27,Cheque
1147,263,2026-04-13,4417.27,Virement
1148,263,2026-06-13,4417.27,Especes
1149,263,2026-08-13,4417.27,Especes
1150,264,2022-01-25,52366.75,Cheque
1151,265,2024-02-02,28908.92,Carte
1152,265,2025-02-01,28908.92,Especes
1153,266,2026-07-23,896.92,Especes
1154,266,2026-08-07,896.92,Especes
1155,266,2026-08-22,896.92,Cheque
1156,267,2026-07-16,25518.72,Carte
1157,268,2022-03-29,8639.35,Especes
1158,268,2022-09-27,8639.35,Cheque
1159,269,2024-10-13,21481.88,Especes
1160,269,2025-01-11,21481.88,Virement
1161,270,2023-07-18,20042.31,Virement
1162,271,2025-08-18,5367.52,Especes
1163,271,2025-11-17,5367.52,Virement
1164,271,2026-02-16,5367.52,Especes
1165,271,2026-05-18,5367.52,Carte
1166,272,2023-07-27,21175.62,Especes
1167,273,2025-07-15,29460.85,Especes
1168,274,2024-09-09,18675.12,Cheque
1169,274,2025-09-09,18675.12,Especes
1170,275,2024-03-06,8146.78,Carte
1171,275,2024-09-04,8146.78,Cheque
1172,276,2022-04-30,7132.53,Virement
1173,276,2022-07-30,7132.53,Virement
1174,276,2022-10-29,7132.53,Carte
1175,276,2023-01-28,7132.53,Especes
1176,277,2023-05-23,25851.88,Cheque
1177,278,2026-04-14,3408.84,Especes
1178,278,2026-04-29,3408.84,Especes
1179,278,2026-05-14,3408.84,Virement
1180,278,2026-05-29,3408.84,Virement
1181,278,2026-06-13,3408.84,Carte
1182,278,2026-06-28,3408.84,Cheque
1183,278,2026-07-13,3408.84,Cheque
1184,278,2026-07-28,3408.84,Carte
1185,278,2026-08-12,3408.84,Especes
1186,278,2026-08-27,3408.84,Cheque
1187,279,2022-12-27,23998.03,Carte
1188,280,2025-12-11,2568.81,Virement
1189,280,2026-02-09,2568.81,Especes
1190,280,2026-04-11,2568.81,Cheque
1191,280,2026-06-11,2568.81,Virement
1192,280,2026-08-11,2568.81,Carte
1193,281,2026-07-18,5659.34,Carte
1194,282,2023-04-22,24846.4,Cheque
1195,283,2026-07-10,4300.12,Virement
1196,283,2026-08-24,4300.12,Cheque
1197,284,2022-02-14,41397.41,Carte
1198,285,2022-05-29,8664.71,Carte
1199,285,2022-08-28,8664.71,Carte
1200,285,2022-11-27,8664.71,Cheque
1201,285,2023-02-26,8664.71,Carte
1202,286,2023-09-11,1231.32,Especes
1203,286,2023-10-11,1231.32,Especes
1204,286,2023-11-10,1231.32,Especes
1205,286,2023-12-11,1231.32,Especes
1206,286,2024-01-10,1231.32,Cheque
1207,286,2024-02-10,1231.32,Carte
1208,286,2024-03-11,1231.32,Especes
1209,286,2024-04-10,1231.32,Cheque
1210,286,2024-05-11,1231.32,Carte
1211,286,2024-06-10,1231.32,Cheque
1212,286,2024-07-11,1231.32,Especes
1213,286,2024-08-10,1231.32,Cheque
1214,287,2025-08-22,2537.68,Carte
1215,287,2025-09-21,2537.68,Especes
1216,287,2025-10-21,2537.68,Carte
1217,287,2025-11-21,2537.68,Carte
1218,287,2025-12-21,2537.68,Virement
1219,287,2026-01-21,2537.68,Carte
1220,287,2026-02-20,2537.68,Carte
1221,287,2026-03-22,2537.68,Virement
1222,287,2026-04-22,2537.68,Carte
1223,287,2026-05-22,2537.68,Especes
1224,287,2026-06-22,2537.68,Cheque
1225,287,2026-07-22,2537.68,Virement
1226,288,2023-04-03,15306.63,Carte
1227,288,2024-04-02,15306.63,Virement
1228,289,2022-09-18,8877.27,Carte
1229,289,2022-11-02,8877.27,Carte
1230,289,2022-12-17,8877.27,Especes
1231,289,2023-01-31,8877.27,Carte
1232,290,2026-04-28,21942.96,Carte
1233,291,2025-08-02,2702.74,Carte
1234,291,2026-01-31,2702.74,Especes
1235,291,2026-08-02,2702.74,Especes
1236,292,2023-05-03,4933.92,Especes
1237,292,2023-06-02,4933.92,Virement
1238,292,2023-07-02,4933.92,Virement
1239,292,2023-08-02,4933.92,Cheque
1240,292,2023-09-01,4933.92,Carte
1241,292,2023-10-02,4933.92,Virement
1242,292,2023-11-01,4933.92,Especes
1243,292,2023-12-01,4933.92,Virement
1244,292,2024-01-01,4933.92,Cheque
1245,292,2024-01-31,4933.92,Cheque
1246,292,2024-03-02,4933.92,Carte
1247,292,2024-04-01,4933.92,Virement
1248,293,2024-07-03,1606.87,Cheque
1249,293,2024-07-18,1606.87,Especes
1250,293,2024-08-02,1606.87,Especes
1251,293,2024-08-17,1606.87,Cheque
1252,293,2024-09-01,1606.87,Virement
1253,293,2024-09-16,1606.87,Carte
1254,293,2024-10-01,1606.87,Especes
1255,293,2024-10-16,1606.87,Especes
1256,293,2024-10-31,1606.87,Carte
1257,293,2024-11-15,1606.87,Especes
1258,293,2024-11-30,1606.87,Virement
1259,293,2024-12-15,1606.87,Virement
1260,294,2026-05-31,35214.48,Carte
1261,295,2022-12-07,4132.08,Carte
1262,295,2023-01-06,4132.08,Virement
1263,295,2023-02-05,4132.08,Carte
1264,295,2023-03-08,4132.08,Virement
1265,295,2023-04-07,4132.08,Cheque
1266,295,2023-05-08,4132.08,Cheque
1267,295,2023-06-07,4132.08,Virement
1268,295,2023-07-07,4132.08,Cheque
1269,295,2023-08-07,4132.08,Carte
1270,295,2023-09-06,4132.08,Especes
1271,295,2023-10-07,4132.08,Virement
1272,295,2023-11-06,4132.08,Especes
1273,296,2026-08-25,12623.21,Cheque
1274,297,2022-11-30,4995.07,Carte
1275,297,2023-05-31,4995.07,Virement
1276,298,2023-06-19,6298.51,Especes
1277,298,2023-09-17,6298.51,Cheque
1278,299,2025-01-25,2517.32,Virement
1279,299,2025-02-09,2517.32,Cheque
1280,299,2025-02-24,2517.32,Virement
1281,299,2025-03-11,2517.32,Carte
1282,299,2025-03-26,2517.32,Especes
1283,299,2025-04-10,2517.32,Cheque
1284,299,2025-04-25,2517.32,Virement
1285,299,2025-05-10,2517.32,Especes
1286,299,2025-05-25,2517.32,Carte
1287,299,2025-06-09,2517.32,Virement
1288,299,2025-06-24,2517.32,Cheque
1289,299,2025-07-09,2517.32,Carte
1290,300,2024-06-02,22424.87,Virement
1291,301,2023-11-10,58847.93,Cheque
1292,302,2025-09-14,10204.51,Especes
1293,302,2026-03-15,10204.51,Carte
1294,303,2022-11-11,3470.81,Cheque
1295,303,2022-11-26,3470.81,Especes
1296,303,2022-12-11,3470.81,Especes
1297,303,2022-12-26,3470.81,Carte
1298,303,2023-01-10,3470.81,Carte
1299,303,2023-01-25,3470.81,Especes
1300,303,2023-02-09,3470.81,Cheque
1301,303,2023-02-24,3470.81,Virement
1302,303,2023-03-11,3470.81,Virement
1303,303,2023-03-26,3470.81,Cheque
1304,303,2023-04-10,3470.81,Cheque
1305,303,2023-04-25,3470.81,Especes
1306,304,2023-02-13,21544.14,Cheque
1307,305,2022-08-25,16773.15,Especes
1308,305,2022-11-24,16773.15,Carte
1309,305,2023-02-23,16773.15,Carte
1310,305,2023-05-25,16773.15,Cheque
1311,306,2022-07-06,2420.37,Virement
1312,306,2022-09-04,2420.37,Especes
1313,306,2022-11-04,2420.37,Virement
1314,306,2023-01-04,2420.37,Cheque
1315,306,2023-03-06,2420.37,Virement
1316,306,2023-05-06,2420.37,Especes
1317,306,2023-07-06,2420.37,Cheque
1318,306,2023-09-04,2420.37,Cheque
1319,306,2023-11-04,2420.37,Carte
1320,306,2024-01-04,2420.37,Carte
1321,306,2024-03-05,2420.37,Virement
1322,306,2024-05-05,2420.37,Carte
1323,307,2023-01-18,5780.8,Carte
1324,307,2023-07-19,5780.8,Carte
1325,308,2025-03-01,15289.57,Especes
1326,309,2026-07-14,12244.76,Carte
1327,310,2024-03-03,33838.44,Especes
1328,311,2024-09-02,5065.9,Cheque
1329,311,2025-03-03,5065.9,Cheque
1330,312,2022-09-04,1055.64,Carte
1331,312,2022-10-04,1055.64,Virement
1332,312,2022-11-03,1055.64,Especes
1333,312,2022-12-04,1055.64,Cheque
1334,312,2023-01-03,1055.64,Virement
1335,312,2023-02-03,1055.64,Virement
1336,312,2023-03-05,1055.64,Virement
1337,312,2023-04-04,1055.64,Especes
1338,312,2023-05-05,1055.64,Especes
1339,312,2023-06-04,1055.64,Especes
1340,312,2023-07-05,1055.64,Carte
1341,312,2023-08-04,1055.64,Carte
1342,313,2022-09-16,9715.56,Cheque
1343,313,2022-12-15,9715.56,Especes
1344,314,2025-05-03,8316.62,Virement
1345,314,2025-11-01,8316.62,Especes
1346,315,2024-03-05,32880.97,Virement
1347,316,2022-01-26,28691.74,Especes
1348,316,2023-01-26,28691.74,Cheque
1349,317,2022-11-03,26997.82,Carte
1350,317,2023-02-01,26997.82,Cheque
1351,318,2025-02-26,4196.55,Especes
1352,318,2025-03-13,4196.55,Carte
1353,318,2025-03-28,4196.55,Virement
1354,318,2025-04-12,4196.55,Especes
1355,318,2025-04-27,4196.55,Carte
1356,318,2025-05-12,4196.55,Virement
1357,318,2025-05-27,4196.55,Carte
1358,318,2025-06-11,4196.55,Especes
1359,318,2025-06-26,4196.55,Cheque
1360,318,2025-07-11,4196.55,Carte
1361,318,2025-07-26,4196.55,Cheque
1362,318,2025-08-10,4196.55,Virement
1363,319,2023-06-25,4940.61,Carte
1364,319,2023-07-25,4940.61,Carte
1365,319,2023-08-24,4940.61,Carte
